review_comment_message,IDHM,customer_state,review_comment_message_english,IDHM_low
Meu produto veio com defeito e comprei um e veio outro no lugar,0.673,PE,My product came with defective and bought one and came another in place,True
excelente,0.824,DF,excellent,False
"Poderia vir com as borrachas que amortecem na parte de baixo, mas tranquilo. Produto atende tão bem quanto um original de fábrica",0.783,SP,"It could come with the rubbers that cushion at the bottom, but quiet.Product serves as well as a factory original",False
Chegou certinho antes prazo,0.783,SP,Arrived right before period,False
"Recebi meus produtos antes da data marcada e veio exatamente o que eu pedi, muito boa a compra pela internet.",0.731,MG,"I received my products before the scheduled date and came exactly what I ordered, very good to buy over the internet.",False
"Otimo vendedor
",0.731,MG,Great seller,False
"Por enquanto recebi apenas um dos produtos, o soquete. O pendente aramado duplo diamante não chegou e consta como entregue.",0.746,RS,"For now it receives only one of the products, the socket.Of the pendant Double Diamond Wire did not arrive and it appears as delivered.",False
"QUERO DEVOLVER O PRODUTO PORQUE A LONA NÃO ENCAIXOU NA ESTEIRA. COLOQUEI O MODELO CERTO, MAS NÃO TENHO COMO SABER SE O QUE VEIO É O MESMO. A NOTA FISCAL NÃO ESPECIFICA NEM MARCA E NEM MODELO.",0.66,BA,"I want to return the product because the canvas did not fit the treadmill.I put the right model, but I have no way of knowing if what came is the same.The invoice does not specify neither brand nor model.",True
"Muito bom, recebi antes do esperado",0.746,RS,"Very good, I received before expected",False
Dentro do esperado. Bom material.,0.74,ES,Inside the expected.Good material.,False
Gostei muito do produto e da loja. Chegou em perfeito estado e dentro do prazo.,0.74,ES,I really liked the product and the store.Arrived in perfect condition and on time.,False
Obrigada estou satisfeita com a compra chegou bem antes do prazo...,0.783,SP,Thank you I'm pleased with the purchase arrived well before the deadline ...,False
"Entrega rápido, super recomendo. ",0.783,SP,"Fast delivery, super recommend.",False
satisfeito,0.783,SP,satisfied,False
Produto dentro do prazo de entrega e também conforme feito pedido.,0.749,PR,Product within the delivery time and also as requested.,False
muito bom,0.783,SP,very good,False
Tudo excelente,0.783,SP,EVERYTHING EXCELLENT,False
otima maquina,0.783,SP,great machine,False
Super confortável.,0.783,SP,Super comfortable.,False
"Recomendo a Loja a todos!
Produto muito bom.",0.699,TO,"I recommend the store to all!
Very good product.",True
Sem localização do produto. Entrega atrasada,0.761,RJ,Without product location.Delayed delivery,False
Maravilhoso os paninho. Ótima qualidade e todos são lindos.,0.746,RS,Wonderful the cloth.Great quality and everyone is beautiful.,False
Gostaria de saber quando vai chegar ,0.682,CE,I would like to know when it will arrive,True
O modelo entregue não foi compatível ao Cruize LT,0.783,SP,The delivered model was not compatible with Cruze Lt,False
"Estou aguardando entrega do uns 2 meses, ainda me envia email perguntado o recebimento, caso nos nao respondemos , sera considerado entregue.",0.761,RJ,"I am waiting for delivery of about 2 months, still send me email asked the receipt, if we do not respond, will be considered delivered.",False
CHEGOU BEM ANTES DO PRAZO. BOM PRODUTO,0.761,RJ,Arrived well before the deadline.Good product,False
Não compro.mais nessas lojas que fazem parceria com as lojas lannister pq o meu produto nunca veio ok ,0.639,MA,Do not buy.More in these stores that partner with Lannister stores because my product never came ok,True
"Produto veio com defeito, não abre e fecha, esta travado.",0.783,SP,"Product came defective, does not open and close, it is locked.",False
"O envio ocorreu rapidamente, porém, ainda não recebi o produto. Está parado desde 25|02|2018 nos Correios. E não sei ao certo a localização.
",0.783,SP,"Shipping occurred rapidly, but I have not received the product yet.It has been stopped since 25 | 02 | 2018 on the post office.And I don't know the location for sure.",False
Mercadoria atrasou,0.66,BA,Goods delayed,True
O problema é q comprei uma bolsa térmica q tem abertura nas laterais q não permite vedar. Não fiquei satisfeita e quero devolver. Na Foto do site não dá p notar as aberturas. ,0.731,MG,The problem is that I bought a thermal bag that has opening on the sides that does not allow to seal.I was not satisfied and I want to return.In the photo of the site you do not see the openings.,False
"Ótimo produto, pena a demora dos correios",0.746,RS,"Great product, pity the delay in the post office",False
pode comprar,0.783,SP,You can buy,False
"Estava muito ansiosa pelo produto. Expectativa alta, mas quando chegou, o produto não era como esperava. Ai tudo bem, mas o pior eh q as travas das alças não fixavam, e sempre escorregava. ",0.729,MS,"I was very anxious for the product.High expectation, but when it arrived, the product was not as expected.Oh okay, but the worst is that the locks of the handles did not fix, and always slipped.",False
Recebi a cor errada,0.783,SP,I received the wrong color,False
Otimo,0.731,MG,Excellent,False
"Comprei o relógio com a borda azul, conforme o anúncio aqui no site e chegou com a borda amarela e botões. ",0.783,SP,"I bought the clock with the blue edge, according to the ad here on the site and arrived with the yellow edge and buttons.",False
Produto veio torto na ponta onde medi,0.783,SP,Product came crooked at the tip where I measured,False
"Produto perfeito. Recomendo. lannister , sempre nota 1000",0.66,BA,"Perfect product.I recommend.Lannister, always note 1000",True
"produto de qualidade, entrega rápida, recomendo à todos. ",0.761,RJ,"Quality product, fast delivery, I recommend to all.",False
Nota 10 gostei muito produto muito bom,0.731,MG,NOTE 10 I really liked very good product,False
PRODUTO DE ÓTIMA QUALIDADE.,0.824,DF,Great quality product.,False
Tenha sempre esse atendimento ao cliente .,0.707,RR,Always have this customer service.,True
Bem menor Do que eu esperava mas muito boa ,0.783,SP,Much smaller than I expected but very good,False
Amei o produto ,0.783,SP,I loved the product,False
ENTREGA MAIS DO QUE RÁPIDA...THE FLASH!!!,0.783,SP,Delivery more than fast ... The Flash !!!,False
Produto entregue com muita rapidez ,0.783,SP,Product delivered very quickly,False
Otimo,0.783,SP,Excellent,False
Recebi antes do esperado,0.783,SP,I received before expected,False
Cumpriu o prometido,0.658,PB,Fulfilled the promised,True
"Recebi o relógio, antes do prazo e agradou bastante. Satisfação plena.",0.761,RJ,I received the clock before the deadline and pleased a lot.Full satisfaction.,False
PARABENS PELA PRESTAÇÃO DOS SERVIÇOS.,0.783,SP,Congratulations for the provision of services.,False
Excelente!,0.824,DF,Excellent!,False
Produto pequeno demais ,0.783,SP,Too small product,False
Muito bom o site é chegou antes do prazo dado,0.783,SP,Very good the site is arrived before the deadline given,False
"Ainda não instalei, mas gostei do fornecedor ter ligado para confirmar se o era para gás enviando ou gás de botijão... Evitou que o aquecedor viesse errado e conseguiu ajustar o pedido para gás GN...",0.783,SP,"I haven't installed it yet, but I liked the supplier I called to confirm if it was for gas sending or cylinder gas ... It prevented the heater from coming wrong and managed to adjust the request for GN gas ...",False
"Produto chegou OK, apenas vi que o cabo tem somente 14 pinos, ainda não testei o produto porém acho que não terá problemas..qq coisa, envio maiores informações. Abraços!!!",0.824,DF,"Product arrived ok, I only saw that the cable has only 14 pins, I have not yet tested the product but I think there will be no problems..QQ Thing, sending more information.Hugs!!!",False
"Quando da indisponibilidade de qualquer produto, o mesmo deve ser IMEDIATAMENTE retirado do site, evitando constrangimento para o consumidor. ",0.66,BA,"Upon unavailability of any product, it should be immediately removed from the site, avoiding embarrassment for the consumer.",True
produto não esta funcionando fiz a solicitação da devolução ,0.673,PE,Product is not working I made the request for the return,True
"Produto muito bom, entregue sem problemas, e antes do prazo previsto. Recomendo",0.783,SP,"Very good product, delivered without problems, and before the expected deadline.Recommend",False
"sempre compro e nao tenho reclamações 

chato tem q avalir em 160 caracteres heim?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",0.783,SP,"I always buy and I don't have complaints 

Boring has to be avail in 160 characters huh ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",False
"O produto veio fora da especificação. A calota vendida tinha o símbolo da Citroën, mas a calota veio sem este símbolo. ",0.783,SP,"The product came out of the specification.The hubcap was the symbol of Citroën, but the caps came without this symbol.",False
"Recebi o número 44 
Meu pedido foi o número 43",0.731,MG,"I received the number 44 
My order was number 43",False
Entregue antes do prazo!,0.66,BA,Delivered before the deadline!,True
"Chegou no prazo ótimo produto já estou usando

",0.746,RS,Arrived within the great product I am already using,False
Prazo muito longo para entrega,0.646,PA,Very long deadline for delivery,True
Muito Bon. Chegou no prazo,0.783,SP,Very bon.Arrived on time,False
Não enviaram Nota Fiscal e atrasaram um pouco a entrega,0.783,SP,Did not send invoice and delayed the delivery a little,False
"O quadro é bem bonito, só parecia maior ",0.783,SP,"The picture is very beautiful, it just looked bigger",False
O produto veio errado preciso devolver já entrei em contato mas até agora obtive nenhum retorno,0.783,SP,The product came wrong I need to return already contact but so far I have gotten no return,False
Fiz o pedido de duas unidades do produto. Recebi somente uma unidade de um produto diferente!,0.731,MG,I made the order of two units of the product.I received only one unit from a different product!,False
"DEMORA NA ENTREGA ,PRODUTO RUIM RESUMO NÃO GOSTEI",0.646,PA,"Delay Delivery, Bad Product Abstract I didn't like",True
Recebi um produto diferente do qual eu pedi,0.761,RJ,I received a different product from which I asked,False
"Pensei que fosse maior. Também achei o inox diferente. Passei a esponja e saiu um pouco, descascou.",0.783,SP,"I thought it was bigger.I also found the stainless steel.I passed the sponge and left a little, peeled.",False
Vcs são todos enrolados não teem respeito com p cliente até hoje meu produto não chegou só sabem mentir entregar que é bom nada mais de 20 dias e não me entregaram nada ,0.783,SP,You are all rolled up has no respect with the customer to this day my product has not arrived only to lie to give that it is good no more than 20 days and have not given me anything,False
Recomendo,0.783,SP,Recommend,False
"MUITO OBRIGADA, CHEGOU TUDO OK E VEIO ANTES DO PRAZO, ADOREI!!",0.774,SC,"Thank you so much, everything arrived ok and came before the deadline, I loved it !!",False
Espero mais dedicação nas proximas entregas,0.66,BA,I hope more dedication in the next deliveries,True
O produto chegou dentro do prazo e exatamente como anunciado!,0.731,MG,The product has arrived on time and exactly as announced!,False
Não recebemos a mercadoria até hoje,0.731,MG,We have not received the goods to this day,False
Trata-se presente p/criança. Questionei por e-mail a stark e nenhuma resposta recebi. Eu pedi INFORMAÇÕES S/ ENTREGA mas curiosamente pedido foi cancelado sem minha solicitação. Cadê meu dinheiro?,0.783,SP,It is present for child.I questioned Stark by email and no answer received.I ordered information with delivery but curiously requested was canceled without my request.Where's my money?,False
"Eu pensei q a cor azul,era mais intenso.
Bem rápida a entrega.Obrigada!",0.735,GO,"I thought the blue color was more intense.
Very quick delivery.",False
Produto simples e funcional.,0.774,SC,Simple and functional product.,False
"Problema com os correios, não realizou minha entrega, a lannister não me deu posicionamento.",0.761,RJ,"Problem with the post office, did not make my delivery, Lannister did not give me position.",False
"Sempre compro nas lojas lannister, dessa vez demoroi a chegar por causa da greve dos correios, fora isso e bem rápida à entrega! ",0.761,RJ,"I always buy in Lannister stores, this time it took time to arrive because of the post office strike, other than that very quickly to delivery!",False
"A entrega foi super rápida, produto de ótima qualidade.",0.783,SP,"The delivery was super fast, product of great quality.",False
"Entrega super rápida, produto é bom totalmente satisfeito...recomendo....",0.74,ES,"Super fast delivery, product is good totally satisfied ... recommend ....",False
O produto é bom,0.824,DF,The product is good,False
"Gostei muito do produto , e da rapidez da entrega.",0.731,MG,"I really liked the product, and the speed of delivery.",False
Produto entregue no prazo. Gostei muito do relógio. Recomendo!,0.731,MG,Product delivered on time.I really liked the clock.I recommend it!,False
boa,0.783,SP,good,False
"O produto é ótimo,e estou muito feliz,e ele chegou bem antes do prazo,parabéns.",0.66,BA,"The product is great, and I'm very happy, and it arrived well before the deadline, congratulations.",True
Sempre entrega dentro do prazo ,0.74,ES,Always deliver on time,False
NÃO RECEBI O PRODUTO!!!!!,0.761,RJ,I didn't receive the product !!!!!,False
"não tenho que reclamar o site das lojas lannister estão de parabéns, nunca tive problemas com compra ou na entrega.",0.74,ES,"I don't have to complain about the Lannister stores website are to be congratulated, I never had problems with purchase or delivery.",False
Recebi tudo no prazo,0.774,SC,I received everything on time,False
"Meu produto chegou , mas estava derramando , intornando, apesar de lacrado ",0.824,DF,"My product arrived, but it was spilling, in an interim, although sealed",False
Muito bom,0.783,SP,Very good,False
Recomendo.,0.761,RJ,I recommend.,False
"Chegou no prazo ,porém acho que n tinha o que eu pedi e veio outro modelo .Mas mesmo assim estou satisfeita ",0.673,PE,"Arrived on time, but I don't think I had what I asked for and came another model. But still I'm satisfied",True
"Os quadros são lindos!!! Amei! E chegou antes do prazo!
Só não dei 5 estrelas, pois um deles veio com um defeito na moldura embaixo. ",0.783,SP,"The tables are beautiful !!!I loved!And it arrived before the deadline!
I just didn't give 5 stars, because one of them came with a defect in the frame below.",False
"recomendaria entrega muito rapida antes do praso,",0.66,BA,"would recommend very fast delivery before the deadline,",True
O produto chegou em perfeitas condições e muito antes do prazo esperado.muito obrigado.,0.783,SP,"The product arrived in perfect condition, long before the expected deadline. Thank you so much.",False
"O produto entregue não foi o mesmo que comprei,e ainda veio com defeito a parte lateral direita veio aberta com isso o volume sobe sozinho só de segurar no controle, não estou conseguindo o meu reimbo",0.783,SP,"The product delivered was not the same as I bought, and still came with defect the right side came open with it the volume rises alone just holding control, I'm not getting my Rein",False
Recomendo.,0.783,SP,I recommend.,False
Entrega rápida e cortina linda. ,0.783,SP,Fast delivery and beautiful curtain.,False
"Comprei um quadro é um adesivo de parede. Por motivo não esclarecido, o adesivo não foi entregue. Quero saber quando serei ressarcido.",0.749,PR,"I bought a frame is a wall sticker.For unclear reason, the sticker was not delivered.I want to know when I will be compensated.",False
Nao veio a luva mandaram um relogio feio no lugar sem me consultar antes,0.783,SP,Not came the glove sent an ugly watch in place without consulting before,False
Atendeu minhas expectativas e chegou no prazo.,0.731,MG,Met my expectations and arrived on time.,False
"Ameiiii !!! excelente produto...excelente qualidade, entregue muito bom antes do prazo, obrigada",0.783,SP,"Ameiiii !!!Excellent product ... excellent quality, deliver very good before the deadline, thanks",False
O produto demorou muito para chegar em minha residência.,0.74,ES,The product took a long time to arrive at my residence.,False
Satisfeito ,0.824,DF,Satisfied,False
adorei o produto recomendo ,0.761,RJ,I loved the product recommend,False
"Produto veio rapido , porem percebi que há alguns parafusos da peça enferrujados ",0.783,SP,"Product came fast, but I realized that there are some screws of the rusty piece",False
Muito bom minha primeira comprar muito satisfeito,0.746,RS,Very good my first buy very satisfied,False
Achei que fosse cartucho original e não era. ,0.783,SP,I thought it was an original cartridge and it wasn't.,False
"Até o presente momento não recebi meu produto.
Gostaria de um posicionamento sobre a entrega.",0.783,SP,"To date I have not received my product.
I would like a position on delivery.",False
"Loja muito boa, já cmprei outras vezes e essa foi a primeira vez que atrasou!!!",0.774,SC,"Very good store, I've been other times and this was the first time it delayed !!!",False
rasoave,0.725,MT,shadow,False
produto bom gostei muito!,0.749,PR,Good product I liked it a lot!,False
Cortina lindaaa !!! Tudo ok e no prazo certinho !!!,0.761,RJ,Lindaaa curtain !!!All ok and on the right time !!!,False
"paguei 80 rreais de frete, quero esse produro na minha porta",0.783,SP,"I paid 80 reais of shipping, I want this product at my door",False
"Fiz a compra, o PAGAMENTO FOI CONFIRMADO e após uma semana recebi um aviso que a compra havia sido cancelada, motivo: falta de estoque. Agora para comprar o mesmo produto está 800 reais mais caro!!!!!",0.774,SC,"I made the purchase, the payment was confirmed and after a week I received a warning that the purchase had been canceled, reason: lack of stock.Now to buy the same product is 800 reais more expensive !!!!!",False
"Produto dentro do esperado. Entrega rápida, antes do prazo.",0.66,BA,"Product in expected.Fast delivery, before the deadline.",True
A alça da bolsa arrebentou no segundo dia de uso. Simplesmente se desfez. Minha filha ficou atrasada!,0.783,SP,The bag strap broke on the second day of use.It simply broke.My daughter was late!,False
"péssimo, além da demora ainda mandaram o produto errado. ",0.731,MG,"Bad, besides the delay still sent the wrong product.",False
"Minha namorado gostou demais, leve e bonito e fácil de ajustar.",0.731,MG,"My boyfriend liked it too much, light and beautiful and easy to adjust.",False
"Produto muito bom,recomendo 
Entrega super rápida.",0.783,SP,"Very good product, I recommend 
Super fast delivery.",False
A cadeira veio com problema no assento,0.682,CE,The chair came with a seat problem,True
olá boa noite! estou muito satisfeito com a entrega e o produto ,0.783,SP,hello goodnight!I am very pleased with delivery and the product,False
Bom custo benefício e acabamento. ,0.731,MG,Good cost benefit and finish.,False
Top,0.66,BA,Top,True
Tudo bom,0.783,SP,All is well,False
"Alem de excelente qualidade, o produto foi entregue no prazo conforme especificação do site.",0.761,RJ,"In addition to excellent quality, the product was delivered on time as site specification.",False
Não recebi o produto nem tenho notícias do mesmo. ,0.761,RJ,I did not receive the product and I have news of it.,False
Muito bom o produto recomendo.,0.774,SC,Very good the product recommend.,False
"Só não gostei do prazo para entrega, já ate precisei de outro produto, não comprei por causa disso.",0.824,DF,"I just didn't like the deadline for delivery, I even needed another product, I didn't buy it because of it.",False
gostei,0.783,SP,I liked,False
"Foi ruim pq eu tive q buscar no correio o produto e depois vi por mais barato em outros sites. Então, pesquisaria mt antes de comprar. ",0.761,RJ,It was bad because I had to get the product in the mail and then I saw it cheaper on other sites.So I would research MT before buying.,False
adorei o produto e chegou bemmm antes do prazo...parabens..há anos compro nas lannister..parabensssssss!!!,0.69,RO,I loved the product and arrived well before the deadline ... congratulations..the years I buy in the lannister..parabensssssss !!!,True
"Não recebi o produto, aguardo uma solução.",0.631,AL,"I did not receive the product, I await a solution.",True
"No site da lannister a informação do tipo de saco descartável é NANO. No site não diz o número, por isso recebi o NANO 11 que é maior que o saco do aspirador, vou ver se funciona corretamente. ",0.783,SP,"On the Lannister website the disposable bag information is nano.On the site does not say the number, so I received Nano 11 which is larger than the vacuum cleaner, I will see if it works correctly.",False
Produto correto de qualidade e com envio muito antes do prazo. Recomendo.,0.783,SP,CORRECT QUALITY PRODUCT AND SHIPPING LOWER BEFORE THE DEADLINE.I recommend.,False
Ótimo produto é rápida entrega.,0.783,SP,Great product is quick delivery.,False
sem pontualidade,0.658,PB,unlucky,True
"estao de parabens... sempre chega com muiiita antecedencia..

Muito obrigada.... ",0.783,SP,"are of congratulations ... always arrives with a lot of priority ..
Thank you very much....",False
Ótimo produto e de boa qualidade.,0.74,ES,Great product and good quality.,False
Muito bom,0.749,PR,Very good,False
adorei prazo de entrega,0.731,MG,I loved delivery time,False
Lojas lannister sempre atendendo com qualidade.,0.783,SP,Lannister stores always serving with quality.,False
"Perfeito em tudo, na entrega e na qualidade do produto! Super recomendo.",0.783,SP,"Perfect in everything, delivery and product quality!Super recommend.",False
Apesar da compra ter sido efetuada no carnaval chegou super rápido!,0.783,SP,Although the purchase was made at Carnival arrived super fast!,False
"Entrega e serviço perfeito,só o produto que não cumpriu o que prometia. Escova rotativa muito fraca e fica com cheiro forte de queimado",0.761,RJ,"Perfect delivery and service, only the product that did not fulfill what it promised.Very weak rotary brush and smells strongly from burnt",False
Bom,0.783,SP,Good,False
"Compra , prazo , produto e entrega nota 10 . Recomendo.",0.783,SP,"Purchase, deadline, product and delivery grade 10.I recommend.",False
Exelente produto! Entrega eficiente!,0.731,MG,Excellent product!Efficient delivery!,False
Produto chegou antes do prazo...,0.665,SE,Product arrived before the deadline ...,True
"Apenas havia lido na descrição que o produto vinha com vidro e não veio, ma é lindo de qualquer forma.",0.783,SP,"I had only read in the description that the product came with glass and did not come, ma is beautiful anyway.",False
"Entregue antes do término do prazo, gostei muito!",0.731,MG,"Delivered before the deadline, I really liked it!",False
"Produto ótimo,entrega no prazo...adoreiiii",0.783,SP,"Great product, delivery on time ... adoreiiii",False
Muito bom,0.783,SP,Very good,False
Produto chego no prazo,0.674,AM,Product I arrive on time,True
Site muito bom.,0.783,SP,Very good site.,False
"Ocorreu tudo bem, embora os correios ter demorado muito a entregar o produto",0.646,PI,"Everything happened well, although the post office took a long time to deliver the product",True
"Muito bom. Almofada muito confortável, perfeita pra quem sofreu algum machucado no coccix",0.708,AP,"Very good.Most comfortable pillow, perfect for those who suffered a bruise on coccix",True
Ótimo,0.731,MG,Excellent,False
estou gostando de realizar compras pelo site,0.783,SP,I am enjoying purchases through the site,False
Produto bom .,0.74,ES,Good product.,False
ja pedi a devoluçao do produto mas ate a gora nao tive resposta da amaricanas,0.735,GO,Already ask for the return of the product but so far I had no answer from Amaricanas,False
Foi entregue apenas 2 capas das cadeiras sem a toalha de mesa sem outras 4 capas das cadeiras Isso que foi cobrado um preco muito alto pela entrega,0.774,SC,Only 2 covers of the chairs without the tablecloth without 4 other chairs covers that was charged a very high price for delivery,False
EXCELENTE!!!,0.761,RJ,EXCELLENT!!!,False
Comprei duas capas no formato gota e me entregaram outro tipo. ,0.783,SP,I bought two covers in the drop format and gave me another type.,False
O produto e muito bom ,0.783,SP,The product is very good,False
Chegou antes do prazo.,0.673,PE,Arrived before the deadline.,True
"Antes do esperado, bem embalado, amei... com certeza farei outras compras",0.783,SP,"First of all, well packed, I loved it ... I will definitely make other purchases",False
"Entrega e produto ok, recomendo!",0.735,GO,"Delivery and product ok, recommend!",False
"Recomendo sim, entrega antes do prazo, produto correto.
",0.682,CE,"I recommend yes, delivery before the deadline, correct product.",True
"Tapete lindo e personalizado, bordado em volta e com o logo classic, todo de borracha PVC, mt bom fácil de limpar",0.783,SP,"Beautiful and personalized rug, embroidered around and with the classic logo, all of PVC rubber, mt good easy to clean",False
"O produto chegou bem antes da data prevista, muito bom, obrigada!",0.66,BA,"The product arrived well before the expected date, very good, thank you!",True
produto entregue antes do prazo e em perfeitas condições,0.783,SP,product delivered before the deadline and in perfect condition,False
Produto muito bom e foi entregue bem antes do prazo previsto ,0.731,MG,Very good product and was delivered well before the expected deadline,False
Não tenho como avaliar!,0.783,SP,I have no way to evaluate!,False
Sempre como aqui na loja ! Ótimo atendimento ! Loja de confiança ,0.699,TO,Always like here in the store!Great service!Trusted store,True
"O controle recebido funciona mas é diferente do da foto do anúncio, menor e feio.",0.824,DF,"The control received works but is different from the ad photo, smaller and ugly.",False
parece que ja veio usada!!,0.731,MG,Looks like it has already come used !!,False
"Não recebi o produto, não tive resposta. Nem.chegou a ser gerada a nfe. Loja nem existe!",0.774,SC,"I did not receive the product, I had no answer.Neither.Store doesn't even exist!",False
O produto não foi entregue ainda,0.761,RJ,The product has not been delivered yet,False
Gostaria de saber somente na imagem ilustrativa do produto está com 6 pentes para corte na máquina da wahl e só veio 4 pentes essa é a minha dúvida se vcs vão envia o restante dos pentes ,0.783,SP,I would like to know only in the illustrative image of the product is with 6 combs to cut on the Wahl machine and only 4 combs this is my question if you will send the rest of the combs,False
nada contra,0.731,MG,nothing against,False
"Produto muito ruim, peças minúsculas e frágeis. Produto muito inferior . horrível",0.731,MG,"Very bad product, tiny and fragile parts.Much lower product.horrible",False
Não usei está embalado quando precisar doi minha satisfação,0.783,SP,I didn't use it is packed when you need it hurts my satisfaction,False
"Chamei até 2 pessoas da área e não conseguimos fazer funcionar. Só funcionou no ifone!! Nos andróides não funciona. Vou devolver para a loja vender para outro desavisado. Manual em inglês, site chines",0.783,SP,"I called up to 2 people in the area and couldn't make it work.Just worked on the iPone !!On androids do not work.I will return to the store to sell to another unsuspecting.Manual in English, site chines",False
"produto muito bom como descrito no anuncio, chegou antes do prazo estimado.",0.783,SP,"Very good product as described in the announcement, arrived before the estimated deadline.",False
O produto foi entregue antes do prazo determinado.,0.761,RJ,The product was delivered before the deadline.,False
"Para mim é uma satisfação fazer compra nessa Loja
Sempre gostei dos produtos. Pena que o frete é tão alto. 
Conforme outros sites, poderia ser livre acima de 100,00
 ",0.746,RS,"For me it is a pleasure to make purchase in this store
I always liked the products.Too bad the freight is so high. 
According to other sites, it could be free above 100.00",False
"O rodo mágico é muito bom e a centrifuga seca o esfregão conforme nossa necessidade, mais ou menos umido. Estou muito satisfeita com a compra.",0.783,SP,"The magic squeegee is very good and the centrifuge dries the mop as needed, more or less humid.I am very pleased with the purchase.",False
Chegou no prazo correto e muito bem embalado. Gostei muito! Parabéns a loja!!!,0.749,PR,It has arrived within the correct period and very well packed.I really liked!Congratulations to the store !!!,False
"Muito boa a coleira,Showww ",0.761,RJ,"Very good collar, showww",False
Estou de 16 semanas e da pra ouvir direitinho o coraçãozinho! Vale a pena! ,0.783,SP,I am 16 weeks old and to hear my heart right!It is worth it!,False
"Produto veio sem a caixa original , riscado e sem a nota fiscal .",0.749,PR,"Product came without the original box, scratched and without the invoice.",False
"Ocorreu tudo dentro do prazo previsto, muito bom",0.783,SP,"Everything occurred within the expected deadline, very good",False
"Produto de acordo com a foto e descrição, era exatamente o que eu queria. Grato! ",0.725,MT,"Product according to the photo and description, that's exactly what I wanted.Grateful!",False
Compra foi feita no dia 17 e ainda não recebi o produto.,0.74,ES,Purchase was made on the 17th and has not received the product.,False
"Gostei muito, vou poder atender 30 pessoas carentes com esses cobertores. Muito obrigada. :-)",0.783,SP,"I really liked it, I will be able to serve 30 people needy with these blankets.Thank you very much.:-)",False
Entregue antes do prazo.... material muito boa ,0.725,MT,Delivered before the deadline .... very good material,False
excelente produto e loja,0.646,PA,Excellent product and store,True
O produto não veio conforme o esperado.,0.699,TO,The product did not come as expected.,True
Bom custo - beneficio.,0.783,SP,Good cost - benefit.,False
Resolveram meu problema é meu produto foi entregue em perfeito estado ,0.761,RJ,Solved my problem is my product was delivered in perfect condition,False
"Recebi o produdo, infelizmente nao era o que eu esperava e os pincéis estão soltando as cerdas",0.783,SP,"I received the production, unfortunately it was not what I expected and the brushes are releasing the bristles",False
O produto é compatível com o preço.,0.783,SP,The product is compatible with the price.,False
Correu tudo bem ,0.658,PB,Everything went well,True
Eu recebi 5 dos 6 almofadas que pedii. Cadê o último???,0.783,SP,I received 5 of the 6 pillows I ordered.Where's the last ???,False
"O produto comprado veio totalmente diferente e com qualidade inferior ao da foto. A mochila não é toda azul/preto como na imagem, veio azul/vermelho. Não recomendo o material de fabricação é péssimo.",0.761,RJ,"The purchased product came totally different and with lower quality than the photo.The backpack is not all blue/black as in the image, it came blue/red.I do not recommend the manufacturing material is terrible.",False
"Muito linda tecido excelente recomendado.
A única coisa que não gostei foi do valor dos fretes. Podia ser frete único e mais em conta.",0.774,SC,"Very beautiful excellent fabric recommended.
The only thing I didn't like was the value of the freight.It could be single and more affordable freight.",False
Pedi 2 cortinas no meu pedido e so veio uma pq??,0.774,SC,I ordered 2 curtains in my order and only one came?,False
"Produto com nota fiscal, abaixo do preço da concorrência, entregue antes do prazo especificado",0.783,SP,"Product with invoice, below the price of the competition, delivered before the specified deadline",False
Comprei a mala vermelha e veio preta,0.783,SP,I bought the red bag and came black,False
otima loja entrega super rapida,0.824,DF,great store delivery super fast,False
"Boa noite, dia 25/7 receci somente o pneu não foi entregue o kit relacao .",0.783,SP,"Good night, on 25/7 I received only the tire was not delivered the relationship kit.",False
Produto excelente entregue conforme combinado ,0.761,RJ,Excellent product delivered as agreed,False
"sobre a loja tudo ok
sobre o produto,não comprem aparelho muito ruim em relação aos seus aplicativos,nao tem no watsapp recebimento de videos e nem faz chamadas ",0.761,RJ,"About the store all ok
About the product, do not buy very bad device compared to your applications, does not have in watsapp receiving videos and does not make calls",False
Ótimo produto. ,0.783,SP,Great product.,False
Comprei 2 relogios Yo-kai de natal pros meus filhos e veio apenas 1,0.783,SP,I bought 2 yo-kai crashes of Christmas to my children and came only 1,False
A espada veio quebrada. Tive que mandar arrumar ela,0.735,GO,The sword came broken.I had to have it tidy up,False
Produto tem um bom custo beneficio.,0.774,SC,Product has a good cost benefit.,False
Tudo conforme o combinado.,0.731,MG,All as agreed.,False
Produto conforme solicitado,0.783,SP,Product as requested,False
Ainda Não Usei o Produto uma vez que comprei porque o meu cartucho anterior está no seu limite de utilização,0.749,PR,I haven't used the product yet since I bought it because my previous cartridge is at its use limit,False
gostaria de saber de houve o debito correto no meu cartão. tive cartão clonado. ,0.646,PI,I would like to know there was the correct debit on my card.I had cloned card.,True
Não tem como avaliar e nem recomendar a loja sendo que eu ainda não recebi meu produto.,0.783,SP,There is no way to evaluate or recommend the store and I have not received my product yet.,False
Um ótimo produto gostei muito,0.646,PA,A great product I really liked,True
"Tudo veio do jeito descrito, produto de ótima qualidade, recomendo vendedor.",0.731,MG,"Everything came the way described, product of great quality, I recommend seller.",False
"Tudo certo, entregue antes do prazo!",0.731,MG,"All right, delivered before the deadline!",False
